index,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,visitor_review,naver_blog_review_qty,office_review
90,언제나마카롱&디저트,패스트푸드,패스트푸드,그외 기타 음식점업,중동,35.16244962,129.1639695,패스트푸드패스트푸드그외 기타 음식점업,중동%20언제나마카롱&디저트,https://m.place.naver.com/restaurant/1054956675,"카페,디저트",4.53,99,161,0
91,할리스커피부산달맞이점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15918247,129.18301,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20할리스커피부산달맞이점,https://m.place.naver.com/restaurant/33811226,카페,4.48,1002,162,0
92,파라다이스부티크,제과제빵떡케익,제과점,제과점업,중동,35.16023747,129.165299,제과제빵떡케익제과점제과점업,중동%20파라다이스부티크,https://m.place.naver.com/restaurant/37402232,베이커리,4.8,317,166,0
93,백년돼지국밥,한식,해장국/감자탕,한식 음식점업,중동,35.16490363,129.168417,한식해장국 감자탕한식 음식점업,중동%20백년돼지국밥,https://m.place.naver.com/restaurant/70010022,국밥,4.24,229,169,0
94,백년돼지국밥해운대점,한식,한식/백반/한정식,한식 음식점업,중동,35.16506459,129.1685511,한식한식 백반 한정식한식 음식점업,중동%20백년돼지국밥해운대점,https://m.place.naver.com/restaurant/70010022,국밥,4.24,229,169,0
95,태평루,한식,한식/백반/한정식,한식 음식점업,중동,35.16223195,129.1641091,한식한식 백반 한정식한식 음식점업,중동%20태평루,https://m.place.naver.com/restaurant/13480403,중식당,4.39,153,17,0
96,동백,양식,돈가스전문점,서양식 음식점업,중동,35.16341164,129.1623477,양식돈가스전문점서양식 음식점업,중동%20동백,https://m.place.naver.com/restaurant/1454910080,"문구,팬시용품",4.53,20,17,0
97,메이포,분식,국수/만두/칼국수,분식 및 김밥 전문점,중동,35.16518367,129.1692882,분식국수 만두 칼국수분식 및 김밥 전문점,중동%20메이포,https://m.place.naver.com/restaurant/1347366463,베트남음식,4.49,261,173,0
98,평안도족발,한식,족발/보쌈전문,한식 음식점업,중동,35.16198447,129.1664105,한식족발 보쌈전문한식 음식점업,중동%20평안도족발,https://m.place.naver.com/restaurant/13572566,"족발,보쌈",4.35,229,176,0
99,더꼬치다,유흥주점,꼬치구이전문점,기타 주점업,중동,35.16311707,129.1620471,유흥주점꼬치구이전문점기타 주점업,중동%20더꼬치다,https://m.place.naver.com/restaurant/1203883939,"오뎅,꼬치",4.6,119,18,0
100,닭굽는마을,닭/오리요리,후라이드/양념치킨,치킨 전문점,중동,35.16331082,129.1737398,닭 오리요리후라이드 양념치킨치킨 전문점,중동%20닭굽는마을,https://m.place.naver.com/restaurant/33641933,"치킨,닭강정",4.9,12,18,0
101,용밀면,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16541724,129.1684354,분식라면김밥분식분식 및 김밥 전문점,중동%20용밀면,https://m.place.naver.com/restaurant/37704362,한식,4.23,139,18,0
102,빈끌로,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,중동,35.16378543,129.1628469,유흥주점빠 카페 스탠드빠일반유흥 주점업,중동%20빈끌로,https://m.place.naver.com/restaurant/1070789421,바(BAR),4.93,81,180,0
103,김철수스시선수,일식/수산물,횟집,한식 음식점업,중동,35.16627504,129.1710821,일식 수산물횟집한식 음식점업,중동%20김철수스시선수,https://m.place.naver.com/restaurant/35460723,일식당,4.57,224,181,0
104,크리스탈가든,한식,한식/백반/한정식,한식 음식점업,중동,35.16023747,129.165299,한식한식 백반 한정식한식 음식점업,중동%20크리스탈가든,https://m.place.naver.com/restaurant/33244178,바(BAR),4.57,46,184,0
105,동백극장,일식/수산물,수산물전문음식점-종합,한식 음식점업,중동,35.16150198,129.1650316,일식 수산물수산물전문음식점-종합한식 음식점업,중동%20동백극장,https://m.place.naver.com/restaurant/20059795,영화관,4.34,819,187,0
106,향유재엄마밥상,한식,한식/백반/한정식,한식 음식점업,중동,35.16286539,129.1889137,한식한식 백반 한정식한식 음식점업,중동%20향유재엄마밥상,https://m.place.naver.com/restaurant/13573568,한식,4.19,567,188,0
107,하이,유흥주점,룸살롱/단란주점,일반유흥 주점업,중동,35.16208353,129.164546,유흥주점룸살롱 단란주점일반유흥 주점업,중동%20하이,https://m.place.naver.com/restaurant/37467955,"치킨,닭강정",4.32,612,19,0
108,하이,중식,중국음식/중국집,중식 음식점업,중동,35.16775806,129.1724535,중식중국음식 중국집중식 음식점업,중동%20하이,https://m.place.naver.com/restaurant/37467955,"치킨,닭강정",4.32,612,19,0
109,경복궁,한식,한식/백반/한정식,한식 음식점업,중동,35.16713759,129.1713689,한식한식 백반 한정식한식 음식점업,중동%20경복궁,https://m.place.naver.com/restaurant/20112279,"육류,고기요리",4.11,715,194,18
110,이실이네왕족발,한식,족발/보쌈전문,한식 음식점업,중동,35.17137251,129.1724615,한식족발 보쌈전문한식 음식점업,중동%20이실이네왕족발,https://m.place.naver.com/restaurant/1205435861,"족발,보쌈",4.43,16,2,0
111,아웃닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,중동,35.1602146,129.1620498,닭 오리요리후라이드 양념치킨치킨 전문점,중동%20아웃닭,https://m.place.naver.com/restaurant/36939095,"치킨,닭강정",4.29,164,2,0
112,아이스크림할인점,패스트푸드,아이스크림판매,제과점업,중동,35.16253912,129.1798754,패스트푸드아이스크림판매제과점업,중동%20아이스크림할인점,https://m.place.naver.com/restaurant/1607359375,가공식품,4.51,201,2,0
113,더도시락,패스트푸드,도시락전문점,한식 음식점업,중동,35.16436946,129.1686619,패스트푸드도시락전문점한식 음식점업,중동%20더도시락,https://m.place.naver.com/restaurant/31873639,편의점,4.5,346,2,0
114,동백집,일식/수산물,횟집,한식 음식점업,중동,35.16075245,129.192044,일식 수산물횟집한식 음식점업,중동%20동백집,https://m.place.naver.com/restaurant/1689662040,"도시락,컵밥",4.18,448,2,0
115,젠틀맨,양식,정통양식/경양식,서양식 음식점업,중동,35.1642754,129.1681336,양식정통양식 경양식서양식 음식점업,중동%20젠틀맨,https://m.place.naver.com/restaurant/37433347,안경원,4.23,74,2,0
116,텐퍼센트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16253912,129.1798754,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20텐퍼센트커피,https://m.place.naver.com/restaurant/1834707365,카페,4.41,74,2,0
117,캐슬식당,한식,한식/백반/한정식,한식 음식점업,중동,35.16488492,129.1638066,한식한식 백반 한정식한식 음식점업,중동%20캐슬식당,https://m.place.naver.com/restaurant/35551591,"맥주,호프",4.28,85,2,0
118,더리터해운대점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16283631,129.1621858,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20더리터해운대점,https://m.place.naver.com/restaurant/94044080,테이크아웃커피,4.3,89,2,0
119,향,한식,한식/백반/한정식,한식 음식점업,중동,35.16459041,129.1681821,한식한식 백반 한정식한식 음식점업,중동%20향,https://m.place.naver.com/restaurant/36220192,"족발,보쌈",4.23,95,2,0
120,용우동,분식,우동전문점,분식 및 김밥 전문점,중동,35.16095556,129.1665495,분식우동전문점분식 및 김밥 전문점,중동%20용우동,https://m.place.naver.com/restaurant/11761651,"우동,소바",4.14,99,2,0
121,청사포도희네횟집,일식/수산물,횟집,한식 음식점업,중동,35.16251508,129.194287,일식 수산물횟집한식 음식점업,중동%20청사포도희네횟집,https://m.place.naver.com/restaurant/1200182324,생선회,4.22,664,2078,0
122,금수복국,한식,한식/백반/한정식,한식 음식점업,중동,35.16200537,129.1642375,한식한식 백반 한정식한식 음식점업,중동%20금수복국,https://m.place.naver.com/restaurant/11672174,복어요리,4.35,3383,2113,35
123,금수식당,일식/수산물,복전문,한식 음식점업,중동,35.16243534,129.1645181,일식 수산물복전문한식 음식점업,중동%20금수식당,https://m.place.naver.com/restaurant/11672174,복어요리,4.35,3383,2113,0
124,부산복국,한식,한식/백반/한정식,한식 음식점업,중동,35.16155725,129.1658447,한식한식 백반 한정식한식 음식점업,중동%20부산복국,https://m.place.naver.com/restaurant/11672174,복어요리,4.35,3383,2113,0
125,해운대소문난암소갈비집,한식,갈비/삼겹살,한식 음식점업,중동,35.1632475,129.1662969,한식갈비 삼겹살한식 음식점업,중동%20해운대소문난암소갈비집,https://m.place.naver.com/restaurant/11672261,"육류,고기요리",4.22,3794,2943,0
126,해운대소문난암소갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.1632475,129.1662969,한식갈비 삼겹살한식 음식점업,중동%20해운대소문난암소갈비,https://m.place.naver.com/restaurant/11672261,"육류,고기요리",4.22,3794,2943,0
127,조방낙지,일식/수산물,수산물전문음식점-종합,한식 음식점업,중동,35.17106938,129.1721168,일식 수산물수산물전문음식점-종합한식 음식점업,중동%20조방낙지,https://m.place.naver.com/restaurant/21038113,낙지요리,4.31,131,20,0
128,부다파이,패스트푸드,패스트푸드,그외 기타 음식점업,중동,35.16755715,129.1699259,패스트푸드패스트푸드그외 기타 음식점업,중동%20부다파이,https://m.place.naver.com/restaurant/1476234070,베이커리,4.94,48,20,0
129,보리문디,한식,한식/백반/한정식,한식 음식점업,중동,35.1637048,129.1637349,한식한식 백반 한정식한식 음식점업,중동%20보리문디,https://m.place.naver.com/restaurant/35973558,한식,4.55,197,200,0
130,호천당,한식,한식/백반/한정식,한식 음식점업,중동,35.16298542,129.162616,한식한식 백반 한정식한식 음식점업,중동%20호천당,https://m.place.naver.com/restaurant/1949237538,돈가스,4.28,215,206,0
131,해운대하얀집오징어,일식/수산물,낙지/오징어,한식 음식점업,중동,35.16114753,129.1700097,일식 수산물낙지 오징어한식 음식점업,중동%20해운대하얀집오징어,https://m.place.naver.com/restaurant/31936720,오징어요리,4.35,286,208,0
132,해운대하얀오징어물회,일식/수산물,낙지/오징어,한식 음식점업,중동,35.16114753,129.1700097,일식 수산물낙지 오징어한식 음식점업,중동%20해운대하얀오징어물회,https://m.place.naver.com/restaurant/31936720,오징어요리,4.35,286,208,0
133,해운대하얀오징어집,일식/수산물,낙지/오징어,한식 음식점업,중동,35.16114753,129.1700097,일식 수산물낙지 오징어한식 음식점업,중동%20해운대하얀오징어집,https://m.place.naver.com/restaurant/31936720,오징어요리,4.35,286,208,0
134,샌디블루,양식,정통양식/경양식,서양식 음식점업,중동,35.16068521,129.1915491,양식정통양식 경양식서양식 음식점업,중동%20샌디블루,https://m.place.naver.com/restaurant/1992178998,"카페,디저트",4.5,358,208,0
135,신화루,중식,중국음식/중국집,중식 음식점업,중동,35.16367222,129.1633722,중식중국음식 중국집중식 음식점업,중동%20신화루,https://m.place.naver.com/restaurant/16578277,중식당,4.44,294,21,0
136,구포국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,중동,35.1625554,129.1632795,분식국수 만두 칼국수분식 및 김밥 전문점,중동%20구포국수,https://m.place.naver.com/restaurant/36604718,국수,4.32,38,21,0
137,구포국수,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16191413,129.16529,분식라면김밥분식분식 및 김밥 전문점,중동%20구포국수,https://m.place.naver.com/restaurant/36604718,국수,4.32,38,21,0
138,쿠라,양식,정통양식/경양식,서양식 음식점업,중동,35.16541724,129.1684354,양식정통양식 경양식서양식 음식점업,중동%20쿠라,https://m.place.naver.com/restaurant/16550884,일식당,4.41,40,21,0
139,갓쓴아구찜,일식/수산물,아구전문,한식 음식점업,중동,35.16868298,129.1700189,일식 수산물아구전문한식 음식점업,중동%20갓쓴아구찜,https://m.place.naver.com/restaurant/37829912,"아귀찜,해물찜",4.35,52,22,0
140,1943,한식,한식/백반/한정식,한식 음식점업,중동,35.16152241,129.1610256,한식한식 백반 한정식한식 음식점업,중동%201943,https://m.place.naver.com/restaurant/1930580615,요리주점,4.22,83,22,0
141,버거킹,패스트푸드,패스트푸드,그외 기타 음식점업,중동,35.16177581,129.1609195,패스트푸드패스트푸드그외 기타 음식점업,중동%20버거킹,https://m.place.naver.com/restaurant/1474016740,햄버거,4.39,2326,23,0
142,고젠,한식,한식/백반/한정식,한식 음식점업,중동,35.16088487,129.1840554,한식한식 백반 한정식한식 음식점업,중동%20고젠,https://m.place.naver.com/restaurant/19828282,일식당,4.43,53,23,0
143,신드롬,유흥주점,룸살롱/단란주점,일반유흥 주점업,중동,35.16193095,129.1672879,유흥주점룸살롱 단란주점일반유흥 주점업,중동%20신드롬,https://m.place.naver.com/restaurant/1929789014,"카페,디저트",4.83,71,23,0
144,오페라하우스,양식,정통양식/경양식,서양식 음식점업,중동,35.15899428,129.1754888,양식정통양식 경양식서양식 음식점업,중동%20오페라하우스,https://m.place.naver.com/restaurant/13439434,양식,4.51,447,233,0
145,오페라레스토랑,양식,정통양식/경양식,서양식 음식점업,중동,35.15899428,129.1754888,양식정통양식 경양식서양식 음식점업,중동%20오페라레스토랑,https://m.place.naver.com/restaurant/13439434,양식,4.51,447,233,0
146,할리스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15918247,129.18301,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20할리스,https://m.place.naver.com/restaurant/21348949,카페,4.27,1022,24,0
147,할리스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15990358,129.1615843,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20할리스커피,https://m.place.naver.com/restaurant/21348949,카페,4.27,1022,24,0
148,콩밭골순두부,한식,순두부전문,한식 음식점업,중동,35.16890913,129.1718004,한식순두부전문한식 음식점업,중동%20콩밭골순두부,https://m.place.naver.com/restaurant/38780068,두부요리,4.35,495,244,0
149,청수다슬기촌,한식,한식/백반/한정식,한식 음식점업,중동,35.17069261,129.173791,한식한식 백반 한정식한식 음식점업,중동%20청수다슬기촌,https://m.place.naver.com/restaurant/1777742841,한식,4.52,109,25,4
150,중식궁,중식,중국음식/중국집,중식 음식점업,중동,35.16410114,129.1637625,중식중국음식 중국집중식 음식점업,중동%20중식궁,https://m.place.naver.com/restaurant/21662852,중식당,4.29,256,25,0
151,해운대요리궁,중식,중국음식/중국집,중식 음식점업,중동,35.16618936,129.1687538,중식중국음식 중국집중식 음식점업,중동%20해운대요리궁,https://m.place.naver.com/restaurant/21662852,중식당,4.29,256,25,0
152,기장장어집,일식/수산물,민물장어전문,한식 음식점업,중동,35.16207115,129.1630201,일식 수산물민물장어전문한식 음식점업,중동%20기장장어집,https://m.place.naver.com/restaurant/743799862,"장어,먹장어요리",4.35,64,25,0
153,서호밀면,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16107947,129.1816654,분식라면김밥분식분식 및 김밥 전문점,중동%20서호밀면,https://m.place.naver.com/restaurant/1244975329,국수,4.45,65,25,0
154,두꺼비오뎅부산맛집해운대,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.1637936,129.1629349,분식라면김밥분식분식 및 김밥 전문점,중동%20두꺼비오뎅부산맛집해운대,https://m.place.naver.com/restaurant/1046087114,"오뎅,꼬치",4.47,87,25,0
155,두꺼비오뎅부산맛집,유흥주점,소주방/포장마차,기타 주점업,중동,35.1637936,129.1629349,유흥주점소주방 포장마차기타 주점업,중동%20두꺼비오뎅부산맛집,https://m.place.naver.com/restaurant/1046087114,"오뎅,꼬치",4.47,87,25,0
156,바다마루전복죽,별식/퓨전요리,죽전문점,한식 음식점업,중동,35.15969863,129.1716354,별식 퓨전요리죽전문점한식 음식점업,중동%20바다마루전복죽,https://m.place.naver.com/restaurant/12071322,죽,4.71,539,255,0
157,오리만찬,닭/오리요리,오리고기전문,한식 음식점업,중동,35.15963749,129.1825665,닭 오리요리오리고기전문한식 음식점업,중동%20오리만찬,https://m.place.naver.com/restaurant/1702294962,오리요리,4.43,109,26,0
158,김밥킹,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16253912,129.1798754,분식라면김밥분식분식 및 김밥 전문점,중동%20김밥킹,https://m.place.naver.com/restaurant/37364574,김밥,4.55,128,26,0
159,믈,한식,한정식전문,한식 음식점업,중동,35.16098812,129.1669122,한식한정식전문한식 음식점업,중동%20믈,https://m.place.naver.com/restaurant/1932872104,와인,4.18,18,26,0
160,미조떼,양식,기타전문서양음식점,서양식 음식점업,중동,35.16130342,129.1836553,양식기타전문서양음식점서양식 음식점업,중동%20미조떼,https://m.place.naver.com/restaurant/1702857864,양식,4.41,155,261,0
161,겟올라잇,별식/퓨전요리,퓨전음식전문,그외 기타 음식점업,중동,35.16106659,129.1643778,별식 퓨전요리퓨전음식전문그외 기타 음식점업,중동%20겟올라잇,https://m.place.naver.com/restaurant/1651842820,바(BAR),4.55,212,265,0
162,하드록카페부산,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16150198,129.1650316,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20하드록카페부산,https://m.place.naver.com/restaurant/37230679,양식,4.31,54,275,0
163,신흥관,중식,중국음식/중국집,중식 음식점업,중동,35.16281007,129.1630416,중식중국음식 중국집중식 음식점업,중동%20신흥관,https://m.place.naver.com/restaurant/13572521,중식당,4.26,309,276,0
164,해운대횟집,일식/수산물,횟집,한식 음식점업,중동,35.16103769,129.1617541,일식 수산물횟집한식 음식점업,중동%20해운대횟집,https://m.place.naver.com/restaurant/32377701,일식당,4.1,151,277,0
165,해운대횟집,일식/수산물,횟집,한식 음식점업,중동,35.15852191,129.1712124,일식 수산물횟집한식 음식점업,중동%20해운대횟집,https://m.place.naver.com/restaurant/32377701,일식당,4.1,151,277,0
166,하오,중식,중국음식/중국집,중식 음식점업,중동,35.16378543,129.1628469,중식중국음식 중국집중식 음식점업,중동%20하오,https://m.place.naver.com/restaurant/299343048,중식당,4.36,399,28,0
167,매초,한식,한식/백반/한정식,한식 음식점업,중동,35.16425572,129.163622,한식한식 백반 한정식한식 음식점업,중동%20매초,https://m.place.naver.com/restaurant/38563081,요리주점,4.86,52,29,0
168,사까에&가야,양식,정통양식/경양식,서양식 음식점업,중동,35.16023747,129.165299,양식정통양식 경양식서양식 음식점업,중동%20사까에&가야,https://m.place.naver.com/restaurant/13572480,일식당,4.38,49,297,0
169,사까에,일식/수산물,음식점-일식,일식 음식점업,중동,35.16023747,129.165299,일식 수산물음식점-일식일식 음식점업,중동%20사까에,https://m.place.naver.com/restaurant/13572480,일식당,4.38,49,297,0
170,사까에&르소메,양식,정통양식/경양식,서양식 음식점업,중동,35.16023747,129.165299,양식정통양식 경양식서양식 음식점업,중동%20사까에&르소메,https://m.place.naver.com/restaurant/13572480,일식당,4.38,49,297,0
171,깔끔이대구탕,일식/수산물,매운탕전문,한식 음식점업,중동,35.16270745,129.1652793,일식 수산물매운탕전문한식 음식점업,중동%20깔끔이대구탕,https://m.place.naver.com/restaurant/1172625176,"매운탕,해물탕",4.4,137,3,0
172,애기족발,한식,족발/보쌈전문,한식 음식점업,중동,35.16967605,129.1707905,한식족발 보쌈전문한식 음식점업,중동%20애기족발,https://m.place.naver.com/restaurant/1545705004,"족발,보쌈",4.53,16,3,0
173,착한전복전문점,한식,한식/백반/한정식,한식 음식점업,중동,35.17103533,129.1728409,한식한식 백반 한정식한식 음식점업,중동%20착한전복전문점,https://m.place.naver.com/restaurant/1075173262,전복요리,4.25,21,3,0
174,아궁이식당,한식,한식/백반/한정식,한식 음식점업,중동,35.16240482,129.1630029,한식한식 백반 한정식한식 음식점업,중동%20아궁이식당,https://m.place.naver.com/restaurant/1079171753,한식,4.43,37,3,0
175,김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16618936,129.1687538,분식라면김밥분식분식 및 김밥 전문점,중동%20김밥천국,https://m.place.naver.com/restaurant/18806295,분식,4.23,522,3,0
176,베스킨라빈스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.1625554,129.1632795,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20베스킨라빈스,https://m.place.naver.com/restaurant/37816270,아이스크림,4.47,611,3,0
177,배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,중동,35.16633569,129.1704024,패스트푸드아이스크림판매제과점업,중동%20배스킨라빈스31,https://m.place.naver.com/restaurant/37816270,아이스크림,4.47,611,3,0
178,배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,중동,35.16604015,129.1674015,패스트푸드아이스크림판매제과점업,중동%20배스킨라빈스31,https://m.place.naver.com/restaurant/37816270,아이스크림,4.47,611,3,0
179,배스킨라빈스,패스트푸드,아이스크림판매,제과점업,중동,35.16604015,129.1674015,패스트푸드아이스크림판매제과점업,중동%20배스킨라빈스,https://m.place.naver.com/restaurant/37816270,아이스크림,4.47,611,3,0
180,홍짜장,중식,중국음식/중국집,중식 음식점업,중동,35.16252761,129.161479,중식중국음식 중국집중식 음식점업,중동%20홍짜장,https://m.place.naver.com/restaurant/1511819309,중식당,4.43,73,3,0
181,큐,유흥주점,관광/유흥주점,일반유흥 주점업,중동,35.16177503,129.1656941,유흥주점관광 유흥주점일반유흥 주점업,중동%20큐,https://m.place.naver.com/restaurant/20343889,"자동차정비,수리",4.08,97,3,0
