index,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,visitor_review,naver_blog_review_qty,office_review
182,삼환축산,한식,기타고기요리,한식 음식점업,중동,35.16436946,129.1686619,한식기타고기요리한식 음식점업,중동%20삼환축산,https://m.place.naver.com/restaurant/1238516524,"육류,고기요리",4.48,286,30,0
183,조선닭볶음탕,한식,한식/백반/한정식,한식 음식점업,중동,35.16297725,129.173746,한식한식 백반 한정식한식 음식점업,중동%20조선닭볶음탕,https://m.place.naver.com/restaurant/1939701107,닭볶음탕,4.38,64,30,0
184,해주면옥,한식,냉면집,한식 음식점업,중동,35.16271399,129.1645989,한식냉면집한식 음식점업,중동%20해주면옥,https://m.place.naver.com/restaurant/16579420,한식,4.41,713,302,0
185,미포씨와,유흥주점,기타일반유흥주점,일반유흥 주점업,중동,35.15747738,129.1729645,유흥주점기타일반유흥주점일반유흥 주점업,중동%20미포씨와,https://m.place.naver.com/restaurant/1267337469,와인,3.99,413,303,0
186,치타,한식,한식/백반/한정식,한식 음식점업,중동,35.16443106,129.1818237,한식한식 백반 한정식한식 음식점업,중동%20치타,https://m.place.naver.com/restaurant/1746129761,"카페,디저트",4.56,377,306,0
187,블랙업커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16344432,129.1645764,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20블랙업커피,https://m.place.naver.com/restaurant/38232927,"카페,디저트",4.56,854,306,0
188,블랙업커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16134685,129.1680369,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20블랙업커피,https://m.place.naver.com/restaurant/38232927,"카페,디저트",4.56,854,306,0
189,모어댄,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16210013,129.1749627,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20모어댄,https://m.place.naver.com/restaurant/1245455979,"카페,디저트",4.51,117,31,0
190,털보횟집,일식/수산물,횟집,한식 음식점업,중동,35.16741844,129.1758735,일식 수산물횟집한식 음식점업,중동%20털보횟집,https://m.place.naver.com/restaurant/338852456,생선회,4.45,132,32,0
191,가야포차선지국밥,유흥주점,소주방/포장마차,기타 주점업,중동,35.17113108,129.1722604,유흥주점소주방 포장마차기타 주점업,중동%20가야포차선지국밥,https://m.place.naver.com/restaurant/37830332,국밥,4.36,210,32,0
192,서울깍두기,한식,한식/백반/한정식,한식 음식점업,중동,35.16222043,129.1727802,한식한식 백반 한정식한식 음식점업,중동%20서울깍두기,https://m.place.naver.com/restaurant/17005696,한식,4.25,182,33,0
193,홈메이드,양식,정통양식/경양식,서양식 음식점업,중동,35.16164179,129.1766794,양식정통양식 경양식서양식 음식점업,중동%20홈메이드,https://m.place.naver.com/restaurant/37213766,"카페,디저트",4.3,335,33,0
194,해운대이름난암소갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.16193095,129.1672879,한식갈비 삼겹살한식 음식점업,중동%20해운대이름난암소갈비,https://m.place.naver.com/restaurant/11484413,"육류,고기요리",4.63,483,338,33
195,해운대이름난암소갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.16208353,129.164546,한식갈비 삼겹살한식 음식점업,중동%20해운대이름난암소갈비,https://m.place.naver.com/restaurant/11484413,"육류,고기요리",4.63,483,338,0
196,해운대이름난암소갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.16270363,129.1694174,한식갈비 삼겹살한식 음식점업,중동%20해운대이름난암소갈비,https://m.place.naver.com/restaurant/11484413,"육류,고기요리",4.63,483,338,0
197,리춘시장,중식,중국음식/중국집,중식 음식점업,중동,35.15983569,129.1611443,중식중국음식 중국집중식 음식점업,중동%20리춘시장,https://m.place.naver.com/restaurant/1180044510,중식당,4.35,338,34,0
198,아티스타[Artista],일식/수산물,음식점-일식,일식 음식점업,중동,35.16720565,129.171787,일식 수산물음식점-일식일식 음식점업,중동%20아티스타[Artista],https://m.place.naver.com/restaurant/21060978,"멕시코,남미음식",4.15,39,34,0
199,ARTISTA,양식,정통양식/경양식,서양식 음식점업,중동,35.16720565,129.171787,양식정통양식 경양식서양식 음식점업,중동%20ARTISTA,https://m.place.naver.com/restaurant/21060978,"멕시코,남미음식",4.15,39,34,0
200,할매김밥,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16221725,129.1628246,분식라면김밥분식분식 및 김밥 전문점,중동%20할매김밥,https://m.place.naver.com/restaurant/35337786,김밥,4.15,146,35,0
201,키친동백,양식,기타전문서양음식점,서양식 음식점업,중동,35.15780847,129.1787864,양식기타전문서양음식점서양식 음식점업,중동%20키친동백,https://m.place.naver.com/restaurant/37778822,이탈리아음식,4.37,189,355,0
202,노홍만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,중동,35.1614273,129.1624841,분식국수 만두 칼국수분식 및 김밥 전문점,중동%20노홍만두,https://m.place.naver.com/restaurant/20980668,만두,4.36,837,355,0
203,젠스시,일식/수산물,음식점-초밥전문,일식 음식점업,중동,35.17082329,129.1714656,일식 수산물음식점-초밥전문일식 음식점업,중동%20젠스시,https://m.place.naver.com/restaurant/13572545,"초밥,롤",4.42,59,357,0
204,예이제,한식,한식/백반/한정식,한식 음식점업,중동,35.16098812,129.1669122,한식한식 백반 한정식한식 음식점업,중동%20예이제,https://m.place.naver.com/restaurant/38695522,한정식,4.15,144,359,10
205,예이제,한식,갈비/삼겹살,한식 음식점업,중동,35.16021589,129.1666048,한식갈비 삼겹살한식 음식점업,중동%20예이제,https://m.place.naver.com/restaurant/38695522,한정식,4.15,144,359,0
206,예이제한정식,한식,한정식전문,한식 음식점업,중동,35.16141689,129.1663805,한식한정식전문한식 음식점업,중동%20예이제한정식,https://m.place.naver.com/restaurant/38695522,한정식,4.15,144,359,0
207,예이제한정식,한식,한식/백반/한정식,한식 음식점업,중동,35.16098812,129.1669122,한식한식 백반 한정식한식 음식점업,중동%20예이제한정식,https://m.place.naver.com/restaurant/38695522,한정식,4.15,144,359,0
208,한마음회센터,일식/수산물,횟집,한식 음식점업,중동,35.15852191,129.1712124,일식 수산물횟집한식 음식점업,중동%20한마음회센터,https://m.place.naver.com/restaurant/21240373,생선회,4.26,156,36,0
209,브론즈웨인커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16265076,129.1664859,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20브론즈웨인커피,https://m.place.naver.com/restaurant/1165911809,카페,4.63,421,376,0
210,카페베네해운대청사포점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16100704,129.1936503,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20카페베네해운대청사포점,https://m.place.naver.com/restaurant/134019683,카페,4.34,456,38,0
211,달맞이마산아구찜,일식/수산물,해물찜/탕전문,한식 음식점업,중동,35.15691983,129.1802553,일식 수산물해물찜 탕전문한식 음식점업,중동%20달맞이마산아구찜,https://m.place.naver.com/restaurant/12962055,"아귀찜,해물찜",4.13,147,381,0
212,카페디아트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16074495,129.1918903,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20카페디아트,https://m.place.naver.com/restaurant/31751982,카페,4.56,644,384,0
213,디아트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16074495,129.1918903,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20디아트커피,https://m.place.naver.com/restaurant/31751982,카페,4.56,644,384,0
214,샤브야,별식/퓨전요리,샤브샤브전문,한식 음식점업,중동,35.15832359,129.18235,별식 퓨전요리샤브샤브전문한식 음식점업,중동%20샤브야,https://m.place.naver.com/restaurant/33703292,샤브샤브,4.6,1238,385,0
215,동촌물회,일식/수산물,수산물전문음식점-종합,한식 음식점업,중동,35.16741677,129.1695287,일식 수산물수산물전문음식점-종합한식 음식점업,중동%20동촌물회,https://m.place.naver.com/restaurant/36228283,"해물,생선요리",4.67,117,39,0
216,장미맨숀,유흥주점,호프/맥주,기타 주점업,중동,35.16046485,129.1622728,유흥주점호프 맥주기타 주점업,중동%20장미맨숀,https://m.place.naver.com/restaurant/1916365349,요리주점,4.34,77,39,0
217,닉스그릴,양식,기타전문서양음식점,서양식 음식점업,중동,35.16023747,129.165299,양식기타전문서양음식점서양식 음식점업,중동%20닉스그릴,https://m.place.naver.com/restaurant/37182958,이탈리아음식,4.21,56,390,0
218,해금강곰장어,일식/수산물,곰장어전문,한식 음식점업,중동,35.16110183,129.1616453,일식 수산물곰장어전문한식 음식점업,중동%20해금강곰장어,https://m.place.naver.com/restaurant/32721277,한식,4.28,388,394,0
219,라꽁띠,한식,한식/백반/한정식,한식 음식점업,중동,35.16258504,129.1890084,한식한식 백반 한정식한식 음식점업,중동%20라꽁띠,https://m.place.naver.com/restaurant/35954338,양식,4.47,617,396,0
220,홍탕,중식,중국음식/중국집,중식 음식점업,중동,35.17137251,129.1724615,중식중국음식 중국집중식 음식점업,중동%20홍탕,https://m.place.naver.com/restaurant/598681957,중식당,4.58,1431,397,0
221,BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,중동,35.17137251,129.1724615,닭 오리요리후라이드 양념치킨치킨 전문점,중동%20BBQ치킨,https://m.place.naver.com/restaurant/1895530788,"치킨,닭강정",4.22,130,4,0
222,소문난튀김집,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.1612939,129.1622956,분식라면김밥분식분식 및 김밥 전문점,중동%20소문난튀김집,https://m.place.naver.com/restaurant/32614422,"족발,보쌈",4,29,4,0
223,장수통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,중동,35.16310469,129.1623982,닭 오리요리후라이드 양념치킨치킨 전문점,중동%20장수통닭,https://m.place.naver.com/restaurant/1177361416,"치킨,닭강정",4.5,32,4,0
224,밥파는집,한식,한정식전문,한식 음식점업,중동,35.16197651,129.1663007,한식한정식전문한식 음식점업,중동%20밥파는집,https://m.place.naver.com/restaurant/1719629376,"백반,가정식",4.52,38,4,0
225,몽,양식,정통양식/경양식,서양식 음식점업,중동,35.15746999,129.1755876,양식정통양식 경양식서양식 음식점업,중동%20몽,https://m.place.naver.com/restaurant/37351452,"도시락,컵밥",4.17,45,4,0
226,네오피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",중동,35.17137251,129.1724615,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",중동%20네오피자,https://m.place.naver.com/restaurant/1363025722,피자,4.59,47,4,0
227,일광반점,중식,중국음식/중국집,중식 음식점업,중동,35.16244287,129.1730797,중식중국음식 중국집중식 음식점업,중동%20일광반점,https://m.place.naver.com/restaurant/32128705,중식당,4.24,62,4,0
228,신토불이식당,한식,한식/백반/한정식,한식 음식점업,중동,35.16185856,129.1757056,한식한식 백반 한정식한식 음식점업,중동%20신토불이식당,https://m.place.naver.com/restaurant/1503265918,기사식당,4.37,77,4,0
229,부산동창오뎅,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16174074,129.1626971,분식라면김밥분식분식 및 김밥 전문점,중동%20부산동창오뎅,https://m.place.naver.com/restaurant/16577524,"오뎅,꼬치",4.32,99,4,0
230,모리,일식/수산물,횟집,한식 음식점업,중동,35.16070976,129.1918019,일식 수산물횟집한식 음식점업,중동%20모리,https://m.place.naver.com/restaurant/1641089276,일본식라면,4.65,115,40,0
231,한상가득,한식,한식/백반/한정식,한식 음식점업,중동,35.16477492,129.1630586,한식한식 백반 한정식한식 음식점업,중동%20한상가득,https://m.place.naver.com/restaurant/57967275,"육류,고기요리",4.47,391,401,0
232,해운대산곰장어,일식/수산물,민물장어전문,한식 음식점업,중동,35.16116951,129.1621072,일식 수산물민물장어전문한식 음식점업,중동%20해운대산곰장어,https://m.place.naver.com/restaurant/1206044930,"장어,먹장어요리",4.11,157,407,0
233,새아침맛집,일식/수산물,갈치/생선구이,한식 음식점업,중동,35.15883396,129.1706352,일식 수산물갈치 생선구이한식 음식점업,중동%20새아침맛집,https://m.place.naver.com/restaurant/11846704,생선구이,4.28,704,407,0
234,지비디,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16873036,129.1716442,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20지비디,https://m.place.naver.com/restaurant/1531053693,카페,4.6,148,411,0
235,키친,한식,한식/백반/한정식,한식 음식점업,중동,35.16098812,129.1669122,한식한식 백반 한정식한식 음식점업,중동%20키친,https://m.place.naver.com/restaurant/37411506,양식,4.57,132,414,0
236,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16021589,129.1666048,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1988,42,0
237,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16604015,129.1674015,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1988,42,0
238,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16143752,129.1707822,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1988,42,0
239,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15793626,129.1823224,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1988,42,0
240,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16046485,129.1622728,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1989,42,0
241,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16508598,129.1644571,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1989,42,0
242,스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16724148,129.1680773,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스,https://m.place.naver.com/restaurant/1651676104,카페,4.44,1989,42,0
243,순돌이보리밥,한식,보리밥전문,한식 음식점업,중동,35.16269044,129.1670463,한식보리밥전문한식 음식점업,중동%20순돌이보리밥,https://m.place.naver.com/restaurant/30993633,보리밥,4.43,263,42,0
244,경미가소곱창전골,한식,곱창/양구이전문,한식 음식점업,중동,35.16136911,129.175984,한식곱창 양구이전문한식 음식점업,중동%20경미가소곱창전골,https://m.place.naver.com/restaurant/1265246919,"곱창,막창,양",4.44,40,42,0
245,어글리팬,유흥주점,호프/맥주,기타 주점업,중동,35.1612334,129.172316,유흥주점호프 맥주기타 주점업,중동%20어글리팬,https://m.place.naver.com/restaurant/1109358779,요리주점,4.74,66,42,0
246,경북횟집,일식/수산물,횟집,한식 음식점업,중동,35.15910189,129.1708915,일식 수산물횟집한식 음식점업,중동%20경북횟집,https://m.place.naver.com/restaurant/13572452,생선회,3.97,67,42,0
247,도레도레,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16075623,129.1916599,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20도레도레,https://m.place.naver.com/restaurant/37497560,케이크전문,4.43,682,426,0
248,도레도레,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.1609092,129.1935171,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20도레도레,https://m.place.naver.com/restaurant/37497560,케이크전문,4.43,682,426,0
249,카페씨,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15852191,129.1712124,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20카페씨,https://m.place.naver.com/restaurant/1211710717,"카페,디저트",4.38,255,428,0
250,달맞이국수집,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16202428,129.1725578,분식라면김밥분식분식 및 김밥 전문점,중동%20달맞이국수집,https://m.place.naver.com/restaurant/1530973175,국수,4.52,108,43,0
251,마산아구찜,일식/수산물,아구전문,한식 음식점업,중동,35.16358508,129.1658736,일식 수산물아구전문한식 음식점업,중동%20마산아구찜,https://m.place.naver.com/restaurant/13012964,"아귀찜,해물찜",4.3,287,43,3
252,마산아구찜뽈찜,일식/수산물,아구전문,한식 음식점업,중동,35.16358508,129.1658736,일식 수산물아구전문한식 음식점업,중동%20마산아구찜뽈찜,https://m.place.naver.com/restaurant/13012964,"아귀찜,해물찜",4.3,287,43,0
253,한끼,한식,한식/백반/한정식,한식 음식점업,중동,35.16343969,129.1631823,한식한식 백반 한정식한식 음식점업,중동%20한끼,https://m.place.naver.com/restaurant/269855999,덮밥,4.48,52,43,0
254,엘시티,한식,한식/백반/한정식,한식 음식점업,중동,35.16155725,129.1658447,한식한식 백반 한정식한식 음식점업,중동%20엘시티,https://m.place.naver.com/restaurant/1237400492,레지던스,4.42,165,438,0
255,고이,양식,돈가스전문점,서양식 음식점업,중동,35.16256947,129.1627528,양식돈가스전문점서양식 음식점업,중동%20고이,https://m.place.naver.com/restaurant/1371035441,"사진,스튜디오",4.86,651,44,0
256,백번집,한식,한식/백반/한정식,한식 음식점업,중동,35.16280137,129.1648855,한식한식 백반 한정식한식 음식점업,중동%20백번집,https://m.place.naver.com/restaurant/21487627,"백반,가정식",3.92,92,44,0
257,이바돔,한식,한식/백반/한정식,한식 음식점업,중동,35.16250017,129.1633994,한식한식 백반 한정식한식 음식점업,중동%20이바돔,https://m.place.naver.com/restaurant/1205481317,닭갈비,4.27,68,46,0
258,쭈쭈가리비,한식,한식/백반/한정식,한식 음식점업,중동,35.1612228,129.1937083,한식한식 백반 한정식한식 음식점업,중동%20쭈쭈가리비,https://m.place.naver.com/restaurant/38420032,조개요리,4.51,129,462,0
259,달인막창,한식,곱창/양구이전문,한식 음식점업,중동,35.16369019,129.1624395,한식곱창 양구이전문한식 음식점업,중동%20달인막창,https://m.place.naver.com/restaurant/1088169857,"곱창,막창,양",4.82,6492,464,0
260,양산국밥,한식,해장국/감자탕,한식 음식점업,중동,35.16786366,129.1727185,한식해장국 감자탕한식 음식점업,중동%20양산국밥,https://m.place.naver.com/restaurant/11824365,국밥,4.19,953,469,0
261,양산돼지국밥,한식,해장국/감자탕,한식 음식점업,중동,35.16786366,129.1727185,한식해장국 감자탕한식 음식점업,중동%20양산돼지국밥,https://m.place.naver.com/restaurant/11824365,국밥,4.19,953,469,0
262,버거&파스타,양식,스파게티전문점,서양식 음식점업,중동,35.16013949,129.1614231,양식스파게티전문점서양식 음식점업,중동%20버거&파스타,https://m.place.naver.com/restaurant/1346654319,햄버거,4.51,501,473,0
263,요리일번지,중식,중국음식/중국집,중식 음식점업,중동,35.17137251,129.1724615,중식중국음식 중국집중식 음식점업,중동%20요리일번지,https://m.place.naver.com/restaurant/18794902,"순대,순댓국",4.25,780,476,0
264,우리횟집,일식/수산물,횟집,한식 음식점업,중동,35.16208353,129.164546,일식 수산물횟집한식 음식점업,중동%20우리횟집,https://m.place.naver.com/restaurant/18377257,생선회,4.34,1129,478,0
265,일식우동전문점,분식,우동전문점,분식 및 김밥 전문점,중동,35.15920596,129.1610146,분식우동전문점분식 및 김밥 전문점,중동%20일식우동전문점,https://m.place.naver.com/restaurant/1470089527,"초밥,롤",4.35,468,48,0
266,국빈,유흥주점,룸살롱/단란주점,일반유흥 주점업,중동,35.16324125,129.1622574,유흥주점룸살롱 단란주점일반유흥 주점업,중동%20국빈,https://m.place.naver.com/restaurant/13063677,중식당,4.34,118,5,0
267,퓨전포차,유흥주점,소주방/포장마차,기타 주점업,중동,35.16358562,129.1620648,유흥주점소주방 포장마차기타 주점업,중동%20퓨전포차,https://m.place.naver.com/restaurant/1603411935,포장마차,4.5,32,5,0
268,뚜레쥬르해운대중동점,제과제빵떡케익,제과점,제과점업,중동,35.16748905,129.1676417,제과제빵떡케익제과점제과점업,중동%20뚜레쥬르해운대중동점,https://m.place.naver.com/restaurant/38248588,베이커리,4.4,462,5,0
269,홍콩반점0410,중식,중국음식/중국집,중식 음식점업,중동,35.16290231,129.1628234,중식중국음식 중국집중식 음식점업,중동%20홍콩반점0410,https://m.place.naver.com/restaurant/1722647513,중식당,4.55,62,5,0
270,홍콩반점,중식,중국음식/중국집,중식 음식점업,중동,35.16290231,129.1628234,중식중국음식 중국집중식 음식점업,중동%20홍콩반점,https://m.place.naver.com/restaurant/1722647513,중식당,4.55,62,5,0
271,재첩마을섬진강,한식,재첩국전문,한식 음식점업,중동,35.17171826,129.1730592,한식재첩국전문한식 음식점업,중동%20재첩마을섬진강,https://m.place.naver.com/restaurant/16547393,한식,4.56,32,50,23
272,징기스,한식,한식/백반/한정식,한식 음식점업,중동,35.1660336,129.169015,한식한식 백반 한정식한식 음식점업,중동%20징기스,https://m.place.naver.com/restaurant/1906069065,양갈비,4.57,469,507,0
