index,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,visitor_review,naver_blog_review_qty,office_review
273,잔치집생삼겹,한식,갈비/삼겹살,한식 음식점업,중동,35.16187807,129.1615356,한식갈비 삼겹살한식 음식점업,중동%20잔치집생삼겹,https://m.place.naver.com/restaurant/38403761,돼지고기구이,4.71,120,51,0
274,충무해물산곰장어,일식/수산물,곰장어전문,한식 음식점업,중동,35.16105161,129.1621824,일식 수산물곰장어전문한식 음식점업,중동%20충무해물산곰장어,https://m.place.naver.com/restaurant/35221616,"해물,생선요리",4.3,22,51,0
275,마루팥빙수,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16434825,129.1689909,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20마루팥빙수,https://m.place.naver.com/restaurant/32999091,"카페,디저트",4.31,1310,519,0
276,할매집원조복국,일식/수산물,복전문,한식 음식점업,중동,35.16036439,129.1708327,일식 수산물복전문한식 음식점업,중동%20할매집원조복국,https://m.place.naver.com/restaurant/11596248,복어요리,4.4,773,526,0
277,할매복국,일식/수산물,복전문,한식 음식점업,중동,35.15917559,129.1707279,일식 수산물복전문한식 음식점업,중동%20할매복국,https://m.place.naver.com/restaurant/11596248,복어요리,4.4,773,526,0
278,솔내음한정식,한식,한정식전문,한식 음식점업,중동,35.15938643,129.1740895,한식한정식전문한식 음식점업,중동%20솔내음한정식,https://m.place.naver.com/restaurant/11846341,한정식,4.27,582,528,0
279,네일수다,유흥주점,호프/맥주,기타 주점업,중동,35.17137251,129.1724615,유흥주점호프 맥주기타 주점업,중동%20네일수다,https://m.place.naver.com/restaurant/36998667,"네일아트,네일샵",4.62,27,53,0
280,해운대구이,한식,한식/백반/한정식,한식 음식점업,중동,35.16177062,129.1939139,한식한식 백반 한정식한식 음식점업,중동%20해운대구이,https://m.place.naver.com/restaurant/1413742785,돼지고기구이,4.36,480,53,0
281,천지연해운대중동점,한식,갈비/삼겹살,한식 음식점업,중동,35.16794615,129.1679117,한식갈비 삼겹살한식 음식점업,중동%20천지연해운대중동점,https://m.place.naver.com/restaurant/1413742785,돼지고기구이,4.36,481,53,0
282,할매집,한식,한식/백반/한정식,한식 음식점업,중동,35.16081407,129.1931096,한식한식 백반 한정식한식 음식점업,중동%20할매집,https://m.place.naver.com/restaurant/1034553261,분식,4.32,879,53,12
283,연남물갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.16240482,129.1630029,한식갈비 삼겹살한식 음식점업,중동%20연남물갈비,https://m.place.naver.com/restaurant/1865492501,"육류,고기요리",4.42,97,53,0
284,해송집,유흥주점,호프/맥주,기타 주점업,중동,35.16243534,129.1645181,유흥주점호프 맥주기타 주점업,중동%20해송집,https://m.place.naver.com/restaurant/16578764,"육류,고기요리",4.41,228,536,3
285,봉자네실비집,한식,한식/백반/한정식,한식 음식점업,중동,35.16120367,129.1623053,한식한식 백반 한정식한식 음식점업,중동%20봉자네실비집,https://m.place.naver.com/restaurant/38258549,한식,4.47,122,54,0
286,기승이네왕족발,한식,족발/보쌈전문,한식 음식점업,중동,35.16121658,129.1618994,한식족발 보쌈전문한식 음식점업,중동%20기승이네왕족발,https://m.place.naver.com/restaurant/31729096,"족발,보쌈",4.27,56,54,0
287,콜라보위드문탠바,양식,정통양식/경양식,서양식 음식점업,중동,35.15894066,129.1745112,양식정통양식 경양식서양식 음식점업,중동%20콜라보위드문탠바,https://m.place.naver.com/restaurant/496846450,"카페,디저트",4.3,1219,541,0
288,스시야마,일식/수산물,음식점-초밥전문,일식 음식점업,중동,35.16498963,129.1688464,일식 수산물음식점-초밥전문일식 음식점업,중동%20스시야마,https://m.place.naver.com/restaurant/1154845097,"초밥,롤",4.52,345,55,0
289,기장식당,한식,한식/백반/한정식,한식 음식점업,중동,35.16255898,129.1647833,한식한식 백반 한정식한식 음식점업,중동%20기장식당,https://m.place.naver.com/restaurant/13573570,"해물,생선요리",4.28,694,550,0
290,이름난기장산곰장어,일식/수산물,민물장어전문,한식 음식점업,중동,35.16207115,129.1630201,일식 수산물민물장어전문한식 음식점업,중동%20이름난기장산곰장어,https://m.place.naver.com/restaurant/13573570,"해물,생선요리",4.28,694,550,0
291,똘이네횟집,일식/수산물,횟집,한식 음식점업,중동,35.16445142,129.1685752,일식 수산물횟집한식 음식점업,중동%20똘이네횟집,https://m.place.naver.com/restaurant/35973556,생선회,4.03,65,56,0
292,똘이네횟집,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16455108,129.1685218,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20똘이네횟집,https://m.place.naver.com/restaurant/35973556,생선회,4.03,65,56,0
293,풍원장고기정찬,한식,한식/백반/한정식,한식 음식점업,중동,35.15963749,129.1825665,한식한식 백반 한정식한식 음식점업,중동%20풍원장고기정찬,https://m.place.naver.com/restaurant/1246097097,한식,4.35,852,564,0
294,원산냉면,한식,냉면집,한식 음식점업,중동,35.16368589,129.1694424,한식냉면집한식 음식점업,중동%20원산냉면,https://m.place.naver.com/restaurant/11846674,냉면,4.15,151,58,0
295,원산면옥,한식,냉면집,한식 음식점업,중동,35.15920596,129.1610146,한식냉면집한식 음식점업,중동%20원산면옥,https://m.place.naver.com/restaurant/11846674,냉면,4.15,151,58,0
296,원산면옥,한식,냉면집,한식 음식점업,중동,35.16368589,129.1694424,한식냉면집한식 음식점업,중동%20원산면옥,https://m.place.naver.com/restaurant/11846674,냉면,4.15,151,58,0
297,누룽지+,한식,한식/백반/한정식,한식 음식점업,중동,35.16496259,129.168846,한식한식 백반 한정식한식 음식점업,중동%20누룽지+,https://m.place.naver.com/restaurant/37445582,"치킨,닭강정",4.52,161,58,0
298,승한막창,한식,곱창/양구이전문,한식 음식점업,중동,35.16343969,129.1631823,한식곱창 양구이전문한식 음식점업,중동%20승한막창,https://m.place.naver.com/restaurant/1696238534,"곱창,막창,양",4.9,2287,58,0
299,그린나무,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16741061,129.1692323,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20그린나무,https://m.place.naver.com/restaurant/21656640,카페,4.24,74,59,0
300,커피나무,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16152084,129.1761398,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20커피나무,https://m.place.naver.com/restaurant/21656640,카페,4.24,74,59,0
301,봉구비어,유흥주점,호프/맥주,기타 주점업,중동,35.16368589,129.1694424,유흥주점호프 맥주기타 주점업,중동%20봉구비어,https://m.place.naver.com/restaurant/36428266,"맥주,호프",4.04,112,6,0
302,카페코트,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16851587,129.1695884,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20카페코트,https://m.place.naver.com/restaurant/1064778458,테이크아웃커피,4.75,135,6,0
303,명향,한식,한식/백반/한정식,한식 음식점업,중동,35.16271399,129.1645989,한식한식 백반 한정식한식 음식점업,중동%20명향,https://m.place.naver.com/restaurant/1883671555,한식,4.48,145,6,10
304,해운풍경,유흥주점,호프/맥주,기타 주점업,중동,35.16202915,129.172986,유흥주점호프 맥주기타 주점업,중동%20해운풍경,https://m.place.naver.com/restaurant/1751640557,"전통,민속주점",4.54,15,6,0
305,잔치집국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,중동,35.16718371,129.1712598,분식국수 만두 칼국수분식 및 김밥 전문점,중동%20잔치집국수,https://m.place.naver.com/restaurant/1819988388,국수,4.3,156,6,0
306,에스,일식/수산물,횟집,한식 음식점업,중동,35.16079993,129.1927143,일식 수산물횟집한식 음식점업,중동%20에스,https://m.place.naver.com/restaurant/37712947,피부과,4.52,254,6,0
307,땅땅치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,중동,35.16013949,129.1614231,닭 오리요리후라이드 양념치킨치킨 전문점,중동%20땅땅치킨,https://m.place.naver.com/restaurant/31812566,"치킨,닭강정",4.72,27,6,0
308,바다이야기,일식/수산물,횟집,한식 음식점업,중동,35.16075623,129.1916599,일식 수산물횟집한식 음식점업,중동%20바다이야기,https://m.place.naver.com/restaurant/16685216,조개요리,4.18,35,6,0
309,로데오식당,한식,한식/백반/한정식,한식 음식점업,중동,35.16368589,129.1694424,한식한식 백반 한정식한식 음식점업,중동%20로데오식당,https://m.place.naver.com/restaurant/1440079346,"치킨,닭강정",4.19,586,6,0
310,유명한꼼장어집,일식/수산물,곰장어전문,한식 음식점업,중동,35.16074908,129.161772,일식 수산물곰장어전문한식 음식점업,중동%20유명한꼼장어집,https://m.place.naver.com/restaurant/31383415,"해물,생선요리",4.3,213,60,0
311,우뚝감자탕,한식,해장국/감자탕,한식 음식점업,중동,35.16192222,129.160691,한식해장국 감자탕한식 음식점업,중동%20우뚝감자탕,https://m.place.naver.com/restaurant/67414429,해장국,4.11,350,60,0
312,에이치.어스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16083819,129.1934063,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20에이치.어스,https://m.place.naver.com/restaurant/1197479803,카페,4.47,891,620,0
313,마라도,한식,한식/백반/한정식,한식 음식점업,중동,35.15843698,129.1706734,한식한식 백반 한정식한식 음식점업,중동%20마라도,https://m.place.naver.com/restaurant/16579807,생선회,4.1,109,65,0
314,만부부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,중동,35.16241332,129.1705438,한식부대찌개 섞어찌개한식 음식점업,중동%20만부부대찌개,https://m.place.naver.com/restaurant/1915381061,"찌개,전골",4.52,111,65,0
315,솔마루,한식,한식/백반/한정식,한식 음식점업,중동,35.15773447,129.1743402,한식한식 백반 한정식한식 음식점업,중동%20솔마루,https://m.place.naver.com/restaurant/17011019,"전통,민속주점",4.37,90,65,0
316,에스카피에,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16023747,129.165299,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20에스카피에,https://m.place.naver.com/restaurant/13573588,뷔페,4.47,1196,650,0
317,온더플레이트,부페,종합부페,종합부페,중동,35.16023747,129.165299,종합부페,중동%20온더플레이트,https://m.place.naver.com/restaurant/13573588,뷔페,4.47,1196,650,0
318,안동갈비,한식,갈비/삼겹살,한식 음식점업,중동,35.16409411,129.1701068,한식갈비 삼겹살한식 음식점업,중동%20안동갈비,https://m.place.naver.com/restaurant/35268873,"육류,고기요리",4.19,64,66,0
319,타이가텐푸라,일식/수산물,음식점-일식,일식 음식점업,중동,35.16204785,129.1635686,일식 수산물음식점-일식일식 음식점업,중동%20타이가텐푸라,https://m.place.naver.com/restaurant/1886243771,일식당,4.62,1323,663,0
320,꾼쿡스시&요리,한식,한식/백반/한정식,한식 음식점업,중동,35.16368589,129.1694424,한식한식 백반 한정식한식 음식점업,중동%20꾼쿡스시&요리,https://m.place.naver.com/restaurant/36282027,"초밥,롤",4.41,106,67,0
321,꾼쿡스시,일식/수산물,음식점-초밥전문,일식 음식점업,중동,35.15852191,129.1712124,일식 수산물음식점-초밥전문일식 음식점업,중동%20꾼쿡스시,https://m.place.naver.com/restaurant/36282027,"초밥,롤",4.41,106,67,0
322,꾼쿡스시앤요리,일식/수산물,음식점-초밥전문,일식 음식점업,중동,35.15852191,129.1712124,일식 수산물음식점-초밥전문일식 음식점업,중동%20꾼쿡스시앤요리,https://m.place.naver.com/restaurant/36282027,"초밥,롤",4.41,106,67,0
323,스타벅스해운대점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16017708,129.1622029,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20스타벅스해운대점,https://m.place.naver.com/restaurant/37797967,카페,4.48,2289,67,0
324,카페테라스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16023747,129.165299,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20카페테라스,https://m.place.naver.com/restaurant/89305006,갤러리카페,4.82,387,68,0
325,테라스카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16003367,129.163057,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20테라스카페,https://m.place.naver.com/restaurant/89305006,갤러리카페,4.82,387,68,0
326,투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15922077,129.18278,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20투썸플레이스,https://m.place.naver.com/restaurant/35194843,카페,4.41,1184,69,0
327,주력발전소,유흥주점,호프/맥주,기타 주점업,중동,35.16290231,129.1628234,유흥주점호프 맥주기타 주점업,중동%20주력발전소,https://m.place.naver.com/restaurant/33879725,요리주점,4.39,58,69,0
328,해운대막창,한식,곱창/양구이전문,한식 음식점업,중동,35.16337696,129.1622045,한식곱창 양구이전문한식 음식점업,중동%20해운대막창,https://m.place.naver.com/restaurant/38501812,"곱창,막창,양",4.67,1074,698,0
329,해운대곱창소막골,한식,곱창/양구이전문,한식 음식점업,중동,35.16378543,129.1628469,한식곱창 양구이전문한식 음식점업,중동%20해운대곱창소막골,https://m.place.naver.com/restaurant/38501812,"곱창,막창,양",4.67,1074,698,0
330,불스떡볶이,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16276113,129.1746539,분식라면김밥분식분식 및 김밥 전문점,중동%20불스떡볶이,https://m.place.naver.com/restaurant/1963640275,분식,4.48,63,7,0
331,불스떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,중동,35.16404875,129.1747932,분식떡볶이전문분식 및 김밥 전문점,중동%20불스떡볶이,https://m.place.naver.com/restaurant/1963640275,분식,4.48,63,7,0
332,차차온족발,한식,족발/보쌈전문,한식 음식점업,중동,35.16135103,129.1619781,한식족발 보쌈전문한식 음식점업,중동%20차차온족발,https://m.place.naver.com/restaurant/1670074600,"족발,보쌈",4.29,73,7,0
333,미포초장집,일식/수산물,횟집,한식 음식점업,중동,35.15820763,129.1720201,일식 수산물횟집한식 음식점업,중동%20미포초장집,https://m.place.naver.com/restaurant/1290869714,생선회,4.02,77,7,0
334,이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16255898,129.1647833,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20이디야커피,https://m.place.naver.com/restaurant/1126713723,카페,4.39,821,7,0
335,이디야커피,기타음식업,고속도로휴게소,그외 기타 음식점업,중동,35.16737955,129.170582,기타음식업고속도로휴게소그외 기타 음식점업,중동%20이디야커피,https://m.place.naver.com/restaurant/1126713723,카페,4.39,821,7,0
336,도깨비,양식,정통양식/경양식,서양식 음식점업,중동,35.16281194,129.184248,양식정통양식 경양식서양식 음식점업,중동%20도깨비,https://m.place.naver.com/restaurant/20890363,일식당,4.58,208,71,0
337,차경,양식,정통양식/경양식,서양식 음식점업,중동,35.1586023,129.1750112,양식정통양식 경양식서양식 음식점업,중동%20차경,https://m.place.naver.com/restaurant/1128117709,양식,4.37,24,71,0
338,경호강,일식/수산물,매운탕전문,한식 음식점업,중동,35.17079698,129.1723215,일식 수산물매운탕전문한식 음식점업,중동%20경호강,https://m.place.naver.com/restaurant/13530795,"매운탕,해물탕",4.49,229,72,0
339,킴카롱마카롱,분식,라면김밥분식,분식 및 김밥 전문점,중동,35.16211996,129.1747764,분식라면김밥분식분식 및 김밥 전문점,중동%20킴카롱마카롱,https://m.place.naver.com/restaurant/35084720,"카페,디저트",4.63,62,72,0
340,동백다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.15780847,129.1787864,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20동백다방,https://m.place.naver.com/restaurant/1290908801,분식,4.31,318,73,0
341,벨라치타,양식,정통양식/경양식,서양식 음식점업,중동,35.16162076,129.1871504,양식정통양식 경양식서양식 음식점업,중동%20벨라치타,https://m.place.naver.com/restaurant/52180131,이탈리아음식,4.25,147,762,0
342,라벨라치타,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16162076,129.1871504,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20라벨라치타,https://m.place.naver.com/restaurant/52180131,이탈리아음식,4.25,147,762,0
343,사계,한식,한식/백반/한정식,한식 음식점업,중동,35.16761917,129.1719027,한식한식 백반 한정식한식 음식점업,중동%20사계,https://m.place.naver.com/restaurant/1167884050,공방,4.99,44,77,0
344,사비아,양식,정통양식/경양식,서양식 음식점업,중동,35.16227708,129.1827145,양식정통양식 경양식서양식 음식점업,중동%20사비아,https://m.place.naver.com/restaurant/1145759710,양식,4.35,417,773,0
345,하진이네,한식,한식/백반/한정식,한식 음식점업,중동,35.16201298,129.1940162,한식한식 백반 한정식한식 음식점업,중동%20하진이네,https://m.place.naver.com/restaurant/12951441,"해물,생선요리",4.12,795,787,0
346,빌리진라운지,유흥주점,룸살롱/단란주점,일반유흥 주점업,중동,35.16193095,129.1672879,유흥주점룸살롱 단란주점일반유흥 주점업,중동%20빌리진라운지,https://m.place.naver.com/restaurant/34923515,바(BAR),4.35,30,82,0
347,스페인클럽,한식,한식/백반/한정식,한식 음식점업,중동,35.16021589,129.1666048,한식한식 백반 한정식한식 음식점업,중동%20스페인클럽,https://m.place.naver.com/restaurant/32516913,양식,4.37,569,824,0
348,육화목,한식,한식/백반/한정식,한식 음식점업,중동,35.16967605,129.1707905,한식한식 백반 한정식한식 음식점업,중동%20육화목,https://m.place.naver.com/restaurant/36219995,소고기구이,4.59,125,84,0
349,해운대미포속씨원한대구탕,일식/수산물,해물찜/탕전문,한식 음식점업,중동,35.15883396,129.1706352,일식 수산물해물찜 탕전문한식 음식점업,중동%20해운대미포속씨원한대구탕,https://m.place.naver.com/restaurant/11833768,"매운탕,해물탕",4.33,1989,841,0
350,콩부인더오븐,양식,정통양식/경양식,서양식 음식점업,중동,35.17155892,129.1718275,양식정통양식 경양식서양식 음식점업,중동%20콩부인더오븐,https://m.place.naver.com/restaurant/64374456,브런치,4.43,206,87,0
351,콩부인더오븐,양식,정통양식/경양식,서양식 음식점업,중동,35.17151375,129.1718378,양식정통양식 경양식서양식 음식점업,중동%20콩부인더오븐,https://m.place.naver.com/restaurant/64374456,브런치,4.43,206,87,0
352,달빛거리체스카,양식,정통양식/경양식,서양식 음식점업,중동,35.1586023,129.1750112,양식정통양식 경양식서양식 음식점업,중동%20달빛거리체스카,https://m.place.naver.com/restaurant/37281915,브런치,4.45,145,88,0
353,낭만부엌,양식,정통양식/경양식,서양식 음식점업,중동,35.16019787,129.1740682,양식정통양식 경양식서양식 음식점업,중동%20낭만부엌,https://m.place.naver.com/restaurant/33611945,"족발,보쌈",4.49,73,89,0
354,부산곰장어,일식/수산물,곰장어전문,한식 음식점업,중동,35.16121658,129.1618994,일식 수산물곰장어전문한식 음식점업,중동%20부산곰장어,https://m.place.naver.com/restaurant/1556639075,"장어,먹장어요리",4.34,106,9,0
355,파리바게뜨,제과제빵떡케익,제과점,제과점업,중동,35.1660336,129.169015,제과제빵떡케익제과점제과점업,중동%20파리바게뜨,https://m.place.naver.com/restaurant/11785033,베이커리,4.33,2661,9,0
356,파리바게뜨,제과제빵떡케익,제과점,제과점업,중동,35.16021589,129.1666048,제과제빵떡케익제과점제과점업,중동%20파리바게뜨,https://m.place.naver.com/restaurant/11785033,베이커리,4.33,2661,9,0
357,텐,유흥주점,관광/유흥주점,일반유흥 주점업,중동,35.16362041,129.162197,유흥주점관광 유흥주점일반유흥 주점업,중동%20텐,https://m.place.naver.com/restaurant/62242333,이자카야,4.22,24,9,0
358,3학년6반,한식,한식/백반/한정식,한식 음식점업,중동,35.16305493,129.1619475,한식한식 백반 한정식한식 음식점업,중동%203학년6반,https://m.place.naver.com/restaurant/62840035,요리주점,4.55,43,9,6
359,달맞이반점,중식,중국음식/중국집,중식 음식점업,중동,35.16101499,129.1818072,중식중국음식 중국집중식 음식점업,중동%20달맞이반점,https://m.place.naver.com/restaurant/20100754,중식당,4.31,44,9,0
360,메가엠지씨커피해운대,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중동,35.16045526,129.1707572,커피점 카페커피전문점 카페 다방비알콜 음료점업,중동%20메가엠지씨커피해운대,https://m.place.naver.com/restaurant/1528870590,카페,4.37,487,9,0
361,사또,유흥주점,룸살롱/단란주점,일반유흥 주점업,중동,35.16180918,129.1658922,유흥주점룸살롱 단란주점일반유흥 주점업,중동%20사또,https://m.place.naver.com/restaurant/33617829,"족발,보쌈",4.44,74,91,0
362,옥이보리밥,한식,보리밥전문,한식 음식점업,중동,35.1629564,129.1906602,한식보리밥전문한식 음식점업,중동%20옥이보리밥,https://m.place.naver.com/restaurant/37683511,보리밥,4.52,269,95,0
363,고동운식당,양식,기타전문서양음식점,서양식 음식점업,중동,35.16322319,129.1845942,양식기타전문서양음식점서양식 음식점업,중동%20고동운식당,https://m.place.naver.com/restaurant/1121739833,양식,4.1,50,95,0
364,쉼표,한식,한식/백반/한정식,한식 음식점업,중동,35.16093669,129.1741008,한식한식 백반 한정식한식 음식점업,중동%20쉼표,https://m.place.naver.com/restaurant/1277982288,필라테스,4.7,56,96,0
